"contents href","_image_yazkc_11 src","whitespace-normal","font-medium 2","h-4","pointer-events-none src","inline-block","truncate 2"
"https://shopee.co.id/EIGER-WOMEN-NUWIE-BACKPACK-3IN1-LAPTOP-i.19260065.41658593969?extraParams=%7B%22display_model_id%22%3A275724067279%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-7ra0p-mc7ucxog3kcl4d","EIGER WOMEN NUWIE BACKPACK 3IN1 LAPTOP","654.000","-4%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-centralisation/0.1.11/pc/b4d1b8a78b3621dbdf4a.svg","4.9","120 terjual"
"https://shopee.co.id/EIGER-WOMEN-BARRA-MANSA-1.0-OVERALL-i.19260065.40000219044?extraParams=%7B%22display_model_id%22%3A227809764864%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-81ztj-mdya1aah1fyd01","EIGER WOMEN BARRA MANSA 1.0 OVERALL","348.768","-33%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-centralisation/0.1.11/pc/b4d1b8a78b3621dbdf4a.svg","4.9","64 terjual"
"https://shopee.co.id/EIGER-X-WOMEN-KADASSA-MAXI-PINAFORE-DRESS-i.19260065.24544338336?extraParams=%7B%22display_model_id%22%3A243245620139%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-7rbk9-mai7frnptnvi94","EIGER X WOMEN KADASSA MAXI PINAFORE DRESS","330.200","-21%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-centralisation/0.1.11/pc/b4d1b8a78b3621dbdf4a.svg","4.8","63 terjual"
"https://shopee.co.id/EIGER-WOMEN-CALDERA-PINCH-SANDALS-i.19260065.41001132293?extraParams=%7B%22display_model_id%22%3A265091794816%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-7rbk6-m9u471te16nvf5","EIGER WOMEN CALDERA PINCH SANDALS","244.000","-2%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-centralisation/0.1.11/pc/b4d1b8a78b3621dbdf4a.svg","4.9","365 terjual"
"https://shopee.co.id/EIGER-WOMEN-ROCKMASTER-25-CARRIER-i.19260065.29634589481?extraParams=%7B%22display_model_id%22%3A224154592075%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-7rbk4-m8x59kwakpvfdc","EIGER WOMEN ROCKMASTER 25 CARRIER","779.260","-6%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-centralisation/0.1.11/pc/b4d1b8a78b3621dbdf4a.svg","5.0","191 terjual"
"https://shopee.co.id/EIGER-WS-TRISHA-BELT-WITH-RING-i.19260065.25470747632?extraParams=%7B%22display_model_id%22%3A147242083492%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-7r98r-ltaga2a2vwo740","EIGER WS TRISHA BELT WITH RING","129.000","","","4.9","191 terjual"
"https://shopee.co.id/EIGER-ACT-CORECOMFORT-WOMEN-BRA-i.19260065.44100948532?extraParams=%7B%22display_model_id%22%3A280075244692%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-8224u-mjqiwr7qydqfcc","EIGER ACT CORECOMFORT WOMEN BRA","294.000","-2%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-centralisation/0.1.11/pc/b4d1b8a78b3621dbdf4a.svg","5.0","29 terjual"
"https://shopee.co.id/EIGER-ACT-CORECOMFORT-WOMEN-ANKLE-LEGGING-PANTS-i.19260065.42200948560?extraParams=%7B%22display_model_id%22%3A275075245678%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-7rbka-m9yfnczcu98091","EIGER ACT CORECOMFORT WOMEN ANKLE LEGGING PANTS","294.000","-2%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-centralisation/0.1.11/pc/b4d1b8a78b3621dbdf4a.svg","4.9","24 terjual"
"https://shopee.co.id/EIGER-WS-LIGHT-BRAWLER-PANTS-i.19260065.29357707066?extraParams=%7B%22display_model_id%22%3A251366853439%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-7r98s-lyup3l8thnwl08","EIGER WS LIGHT BRAWLER PANTS","594.000","-4%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-centralisation/0.1.11/pc/b4d1b8a78b3621dbdf4a.svg","4.9","113 terjual"
"https://shopee.co.id/EIGER-WS-TRISHA-NO-SHOW-SOCKS-i.19260065.25733494625?extraParams=%7B%22display_model_id%22%3A236545834360%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-7r98r-lxqhoeud58y5d4","EIGER WS TRISHA NO SHOW SOCKS","89.000","","","5.0","40 terjual"
"https://shopee.co.id/EIGER-ACT-CORECOMFORT-WOMEN-SHORTS-i.19260065.41150934606?extraParams=%7B%22display_model_id%22%3A285075253403%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-7rbk9-m9ykvq1bxuyj8c","EIGER ACT CORECOMFORT WOMEN SHORTS","254.000","-2%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-centralisation/0.1.11/pc/b4d1b8a78b3621dbdf4a.svg","5.0","16 terjual"
"https://shopee.co.id/EIGER-WS-BREE-STRIPE-SOCKS-i.19260065.29666835621?extraParams=%7B%22display_model_id%22%3A185534382015%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-7rasf-m2aiyoxana2r4c","EIGER WS BREE STRIPE SOCKS","99.000","","","4.9","26 terjual"
"https://shopee.co.id/EIGER-WS-PLAIN-MULTIFUNCTION-BANDANA-i.19260065.26857154538?extraParams=%7B%22display_model_id%22%3A310688314796%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wg-mma0rbmleewzbf","EIGER WS PLAIN MULTIFUNCTION BANDANA","89.000","","","5.0","42 terjual"
"https://shopee.co.id/EIGER-WS-MONO-JOGGER-PANTS-i.19260065.26757594255?extraParams=%7B%22display_model_id%22%3A178352411243%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-7r991-lysryz7jqio83c","EIGER WS MONO JOGGER PANTS","324.000","-2%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-centralisation/0.1.11/pc/b4d1b8a78b3621dbdf4a.svg","4.9","85 terjual"
"https://shopee.co.id/EIGER-WOMEN-CHELINE-1.0-SHOES-i.19260065.26521358853?extraParams=%7B%22display_model_id%22%3A233618266882%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-7rase-m42t6r5wkejn56","EIGER WOMEN CHELINE 1.0 SHOES","424.200","-23%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-centralisation/0.1.11/pc/b4d1b8a78b3621dbdf4a.svg","4.9","198 terjual"
"https://shopee.co.id/EIGER-WS-NAYA-SPORTS-BRA-i.19260065.25913686976?extraParams=%7B%22display_model_id%22%3A59746523122%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-7r98v-lrsflv63bcqxb1","EIGER WS NAYA SPORTS BRA","144.500","-50%","","5.0","50 terjual"
"https://shopee.co.id/EIGER-WS-VANASEEKER-SHORTS-i.19260065.20637928449?extraParams=%7B%22display_model_id%22%3A88171285497%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/a55f870585a75d59e71a4e574b3cf04a","EIGER WS VANASEEKER SHORTS","290.200","-21%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-centralisation/0.1.11/pc/b4d1b8a78b3621dbdf4a.svg","4.9","112 terjual"
"https://shopee.co.id/EIGER-WS-CRANK-UP-BOMBER-JACKET-i.19260065.20185400781?extraParams=%7B%22display_model_id%22%3A187112010066%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-7r98o-ln0zgjd50hevcd","EIGER WS CRANK UP BOMBER JACKET","604.000","-4%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-centralisation/0.1.11/pc/b4d1b8a78b3621dbdf4a.svg","4.8","214 terjual"
"https://shopee.co.id/EIGER-WOMEN-LILT-MID-CUT-SOCKS-i.19260065.44056388516?extraParams=%7B%22display_model_id%22%3A300535602110%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-7ra0h-mbhtoppotz8taa","EIGER WOMEN LILT MID CUT SOCKS","129.000","","","5.0","17 terjual"
"https://shopee.co.id/EIGER-X-WOMEN-HAILEY-SS-TEE-i.19260065.42756564993?extraParams=%7B%22display_model_id%22%3A138363520215%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-7ra0r-mbkb9a81ptpp6a","EIGER X- WOMEN HAILEY SS TEE","174.000","-3%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-centralisation/0.1.11/pc/b4d1b8a78b3621dbdf4a.svg","4.8","84 terjual"
"https://shopee.co.id/EIGER-WOMEN-HANDLE-WITH-CARE-LS-TEE-1.0-i.19260065.40201095780?extraParams=%7B%22display_model_id%22%3A305087399445%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-7rbk5-m9ts2pvqvxo026","EIGER WOMEN HANDLE WITH CARE LS TEE 1.0","162.200","-22%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-centralisation/0.1.11/pc/b4d1b8a78b3621dbdf4a.svg","4.8","82 terjual"
"https://shopee.co.id/EIGER-WS-MILOS-PINCH-SANDALS-i.19260065.29459349318?extraParams=%7B%22display_model_id%22%3A178385701971%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-7r990-lzhjhjnfaecg85","EIGER WS MILOS PINCH SANDALS","334.000","-1%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-centralisation/0.1.11/pc/b4d1b8a78b3621dbdf4a.svg","4.9","150 terjual"
"https://shopee.co.id/EIGER-WOMEN-LILT-LOW-CUT-SOCKS-i.19260065.28138101216?extraParams=%7B%22display_model_id%22%3A300535115850%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-7ra0r-mbhsfsxyqocmb4","EIGER WOMEN LILT LOW CUT SOCKS","119.000","","","5.0","12 terjual"
"https://shopee.co.id/EIGER-WS-JHOLA-15L-LAPTOP-SLEEVE-CASE-i.19260065.27011535514?extraParams=%7B%22display_model_id%22%3A241612691868%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-7r990-m09vo7nejpccbc","EIGER WS JHOLA 15L LAPTOP SLEEVE CASE","306.250","-36%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-centralisation/0.1.11/pc/b4d1b8a78b3621dbdf4a.svg","5.0","94 terjual"
"https://shopee.co.id/EIGER-WS-GEVA-WIDE-LEG-PANTS-i.19260065.26013313593?extraParams=%7B%22display_model_id%22%3A223288913189%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-7rasl-m1y26ik4bbf4bc","EIGER WS GEVA WIDE LEG PANTS","434.000","-3%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-centralisation/0.1.11/pc/b4d1b8a78b3621dbdf4a.svg","5.0","182 terjual"
"https://shopee.co.id/EIGER-WS-BRAWLER-PANTS-i.19260065.25834671789?extraParams=%7B%22display_model_id%22%3A251366607865%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-7r992-lyubg368utr4ae","EIGER WS BRAWLER PANTS","724.000","-3%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-centralisation/0.1.11/pc/b4d1b8a78b3621dbdf4a.svg","4.9","68 terjual"
"https://shopee.co.id/EIGER-WOMEN-VIRERE-ROLL-STRAP-SANDALS-i.19260065.41401137019?extraParams=%7B%22display_model_id%22%3A260092009226%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-7rbk2-m9u58geb1keqe9","EIGER WOMEN VIRERE ROLL STRAP SANDALS","274.300","-31%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-centralisation/0.1.11/pc/b4d1b8a78b3621dbdf4a.svg","4.9","574 terjual"
"https://shopee.co.id/EIGER-WOMEN-FASCIA-T-SHIRT-SS-1.0-i.19260065.40150979472?extraParams=%7B%22display_model_id%22%3A305078348891%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-7rbk5-m9sh28qwsglp0f","EIGER WOMEN FASCIA T-SHIRT SS 1.0","214.000","-2%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-centralisation/0.1.11/pc/b4d1b8a78b3621dbdf4a.svg","5.0","43 terjual"
"https://shopee.co.id/EIGER-ACT-NEOLIGHT-WOMEN'S-PANTS-i.19260065.29636593510?extraParams=%7B%22display_model_id%22%3A275075244621%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-7rbkd-m9yhpbjykfln0b","EIGER ACT NEOLIGHT WOMEN'S PANTS","384.000","-4%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-centralisation/0.1.11/pc/b4d1b8a78b3621dbdf4a.svg","4.9 Penilaian Toko",""
"https://shopee.co.id/EIGER-WS-MINORCA-1.0-SANDALS-i.19260065.29357149086?extraParams=%7B%22display_model_id%22%3A49449806313%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-7r98z-lym22thnr65k96","EIGER WS MINORCA 1.0 SANDALS","294.000","-2%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-centralisation/0.1.11/pc/b4d1b8a78b3621dbdf4a.svg","5.0","110 terjual"
"https://shopee.co.id/EIGER-WOMEN-VERGE-MULTIFUNCTION-BAGS-i.19260065.28134430153?extraParams=%7B%22display_model_id%22%3A234147336102%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-7rbkb-m8vjy7qntgx9a0","EIGER WOMEN VERGE MULTIFUNCTION BAGS","284.000","-2%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-centralisation/0.1.11/pc/b4d1b8a78b3621dbdf4a.svg","5.0","1 terjual"
"https://shopee.co.id/EIGER-WS-HARLOW-WORKWEAR-PANTS-i.19260065.26801828994?extraParams=%7B%22display_model_id%22%3A240959818403%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-7r98u-lw56x16f67st94","EIGER WS HARLOW WORKWEAR PANTS","564.000","-4%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-centralisation/0.1.11/pc/b4d1b8a78b3621dbdf4a.svg","5.0","63 terjual"
